FSA,HR_UID,Prov,ENGNAME,FRENAME,EstimatedPop,fk_healthregion_id,fk_province_id
N1E,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,41140,66,35
N1G,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,27139,66,35
N1H,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,22,65,35
N1H,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,40298,66,35
N1K,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,9208,66,35
N1L,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,14305,66,35
N1M,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,14732,66,35
N1P,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,6770,65,35
N1R,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,,36,35
N1R,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,461,44,35
N1R,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,40957,65,35
N1S,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,19366,65,35
N1T,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,18005,65,35
N1T,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,,66,35
N2A,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,29371,65,35
N2B,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,16766,65,35
N2C,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,16290,65,35
N2E,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,39906,65,35
N2G,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,13453,65,35
N2H,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,20649,65,35
N2J,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,19243,65,35
N2K,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,26329,65,35
N2L,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,28202,65,35
N2M,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,32952,65,35
N2N,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,26422,65,35
N2P,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,19582,65,35
N2R,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,11784,65,35
N2T,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,19202,65,35
N2V,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,16427,65,35
N2Z,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,10481,40,35
N2Z,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,60,46,35
N3A,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,,46,35
N3A,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,15490,65,35
N3A,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,,60,35
N3B,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,11752,65,35
N3C,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,25393,65,35
N3C,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,691,66,35
N3E,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,295,65,35
N3H,3565,35,Waterloo Health Unit,Circonscription sanitaire de Waterloo,21484,65,35
N3L,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,13312,36,35
N3L,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,112,60,35
N3P,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,8650,36,35
N3R,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,35938,36,35
N3S,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,26718,36,35
N3T,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,30829,36,35
N3T,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,17,44,35
N3V,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,1793,36,35
N3W,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,913,36,35
N3W,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,12074,41,35
N3W,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,102,44,35
N3Y,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,20537,41,35
N4B,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,6793,41,35
N4G,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,423,41,35
N4G,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,17395,60,35
N4K,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,27329,40,35
N4L,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,7399,40,35
N4N,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,8876,40,35
N4S,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,,36,35
N4S,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,31023,60,35
N4T,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,10593,60,35
N4V,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,3028,60,35
N4W,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,8393,46,35
N4W,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,184,66,35
N4X,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,4114,46,35
N4X,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,333,50,35
N4X,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,100,60,35
N4Z,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,3018,46,35
N5A,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,29291,46,35
N5C,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,,50,35
N5C,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,14700,60,35
N5H,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,14578,60,35
N5L,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,2750,60,35
N5P,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,19760,60,35
N5R,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,26955,60,35
N5V,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,30513,50,35
N5W,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,23772,50,35
N5X,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,32482,50,35
N5Y,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,33751,50,35
N5Z,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,23534,50,35
N6A,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,11423,50,35
N6B,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,9651,50,35
N6C,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,30274,50,35
N6E,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,27297,50,35
N6G,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,38675,50,35
N6H,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,42363,50,35
N6J,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,28094,50,35
N6K,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,33677,50,35
N6L,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,2888,50,35
N6L,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,,60,35
N6M,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,5725,50,35
N6N,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,661,50,35
N6N,3575,35,Southwestern Health Unit,Circonscription sanitaire du sud-ouest,,60,35
N6P,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,9217,50,35
N7A,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,,40,35
N7A,3539,35,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,11482,46,35
N7G,3544,35,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,17269,50,35
N7L,3540,35,Chatham-Kent Health Unit,Circonscription sanitaire de Chatham-Kent,23895,37,35
N7M,3540,35,Chatham-Kent Health Unit,Circonscription sanitaire de Chatham-Kent,22242,37,35
N7S,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,27936,48,35
N7T,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,25582,48,35
N7V,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,11640,48,35
N7W,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,2257,48,35
N7X,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,1043,48,35
N8A,3540,35,Chatham-Kent Health Unit,Circonscription sanitaire de Chatham-Kent,12119,37,35
N8A,3542,35,Lambton Health Unit,Circonscription sanitaire de Lambton,336,48,35
N8H,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,24626,67,35
N8M,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,10118,67,35
N8N,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,24461,67,35
N8P,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,12006,67,35
N8R,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,12068,67,35
N8S,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,20852,67,35
N8T,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,17043,67,35
N8V,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,0,67,35
N8W,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,23380,67,35
N8X,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,15582,67,35
N8Y,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,18214,67,35
N9A,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,26508,67,35
N9B,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,17210,67,35
N9C,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,11650,67,35
N9E,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,20267,67,35
N9G,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,17830,67,35
N9H,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,11997,67,35
N9J,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,18344,67,35
N9K,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,2578,67,35
N9V,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,19494,67,35
N9Y,3568,35,Windsor-Essex County Health Unit,Circonscription sanitaire de Windsor-comté d'Essex,14127,67,35
P0A,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",157,42,35
P0A,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,10788,52,35
P0A,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,892,59,35
P0B,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,8497,59,35
P0C,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,784,52,35
P0C,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,1411,59,35
P0E,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,3343,59,35
P0G,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,2391,52,35
P0H,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,23351,52,35
P0H,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,,58,35
P0H,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,596,61,35
P0H,3563,35,Timiskaming Health Unit,Circonscription sanitaire de Timiskaming,578,63,35
P0J,3563,35,Timiskaming Health Unit,Circonscription sanitaire de Timiskaming,7609,63,35
P0K,3556,35,Porcupine Health Unit,Circonscription sanitaire de Porcupine,1846,57,35
P0K,3563,35,Timiskaming Health Unit,Circonscription sanitaire de Timiskaming,1575,63,35
P0L,3556,35,Porcupine Health Unit,Circonscription sanitaire de Porcupine,4392,57,35
P0M,3526,35,The District of Algoma Health Unit,Circonscription sanitaire du district d'Algoma,10,35,35
P0M,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,519,52,35
P0M,3556,35,Porcupine Health Unit,Circonscription sanitaire de Porcupine,30,57,35
P0M,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,40379,61,35
P0N,3556,35,Porcupine Health Unit,Circonscription sanitaire de Porcupine,7722,57,35
P0P,3526,35,The District of Algoma Health Unit,Circonscription sanitaire du district d'Algoma,581,35,35
P0P,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,11661,61,35
P0R,3526,35,The District of Algoma Health Unit,Circonscription sanitaire du district d'Algoma,5783,35,35
P0S,3526,35,The District of Algoma Health Unit,Circonscription sanitaire du district d'Algoma,5502,35,35
P0T,3549,35,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,89,53,35
P0T,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,8697,62,35
P0V,3549,35,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,1887,53,35
P0V,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,349,62,35
P0W,3549,35,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,3017,53,35
P0X,3549,35,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,1253,53,35
P1A,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,15971,52,35
P1B,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,31915,52,35
P1C,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,3586,52,35
P1H,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,15949,59,35
P1L,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",,42,35
P1L,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,16258,59,35
P1P,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,9770,59,35
P2A,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,12574,52,35
P2B,3547,35,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,9892,52,35
P2N,3563,35,Timiskaming Health Unit,Circonscription sanitaire de Timiskaming,6898,63,35
P3A,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,24410,61,35
P3B,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,14679,61,35
P3C,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,15743,61,35
P3E,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,27409,61,35
P3G,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,3996,61,35
P3L,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,8047,61,35
P3N,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,7975,61,35
P3P,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,15164,61,35
P3Y,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,7298,61,35
P4N,3556,35,Porcupine Health Unit,Circonscription sanitaire de Porcupine,25039,57,35
P4P,3556,35,Porcupine Health Unit,Circonscription sanitaire de Porcupine,2772,57,35
P4R,3556,35,Porcupine Health Unit,Circonscription sanitaire de Porcupine,4441,57,35
P5A,3526,35,The District of Algoma Health Unit,Circonscription sanitaire du district d'Algoma,10741,35,35
P5E,3561,35,Sudbury and District Health Unit,Circonscription sanitaire de Sudbury et son district,5348,61,35
P5N,3556,35,Porcupine Health Unit,Circonscription sanitaire de Porcupine,8387,57,35
P6A,3526,35,The District of Algoma Health Unit,Circonscription sanitaire du district d'Algoma,33652,35,35
P6B,3526,35,The District of Algoma Health Unit,Circonscription sanitaire du district d'Algoma,22785,35,35
P6C,3526,35,The District of Algoma Health Unit,Circonscription sanitaire du district d'Algoma,19299,35,35
P7A,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,27829,62,35
P7B,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,21407,62,35
P7C,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,20927,62,35
P7E,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,21371,62,35
P7G,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,12861,62,35
P7J,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,4986,62,35
P7K,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,5718,62,35
P7L,3562,35,Thunder Bay District Health Unit,Circonscription sanitaire du district de Thunder Bay,2050,62,35
P8N,3549,35,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,6162,53,35
P8T,3549,35,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,3448,53,35
P9A,3549,35,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,8215,53,35
P9N,3549,35,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,11617,53,35
R0A,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,15456,16,46
R0B,4604,46,Northern Regional Health Authority,Office régional de la santé du Nord,65,14,46
R0C,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,1078,13,46
R0E,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,6384,13,46
R0G,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,6899,16,46
R0H,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,394,16,46
R0J,4602,46,Prairie Mountain Health,Santé de Prairie Mountain,473,15,46
R0J,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,86,16,46
R0K,4602,46,Prairie Mountain Health,Santé de Prairie Mountain,309,15,46
R0L,4602,46,Prairie Mountain Health,Santé de Prairie Mountain,623,15,46
R0M,4602,46,Prairie Mountain Health,Santé de Prairie Mountain,175,15,46
R1A,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,,17,46
R1A,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,18437,13,46
R1B,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,269,13,46
R1C,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,,17,46
R1C,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,3537,13,46
R1N,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,14249,16,46
R2C,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,31913,17,46
R2C,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,137,13,46
R2E,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,9367,17,46
R2E,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,73,13,46
R2G,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,32080,17,46
R2G,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,,13,46
R2H,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,15865,17,46
R2J,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,26612,17,46
R2J,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,120,13,46
R2K,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,33102,17,46
R2L,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,14637,17,46
R2M,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,37844,17,46
R2N,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,29919,17,46
R2N,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,,16,46
R2P,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,32815,17,46
R2R,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,21485,17,46
R2V,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,34654,17,46
R2W,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,29321,17,46
R2X,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,18960,17,46
R2Y,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,20355,17,46
R3A,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,4951,17,46
R3B,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,12174,17,46
R3C,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,13529,17,46
R3E,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,19679,17,46
R3G,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,25606,17,46
R3H,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,147,17,46
R3J,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,27508,17,46
R3K,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,11815,17,46
R3K,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,,16,46
R3L,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,20055,17,46
R3M,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,22113,17,46
R3N,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,16538,17,46
R3P,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,19730,17,46
R3P,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,,16,46
R3R,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,24680,17,46
R3S,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,538,17,46
R3S,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,,16,46
R3T,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,51750,17,46
R3V,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,6405,17,46
R3V,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,,16,46
R3W,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,9699,17,46
R3W,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,,13,46
R3X,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,18090,17,46
R3X,4603,46,Interlake-Eastern Regional Health Authority,Office régional de la santé d'Entre-les-Lacs et de l'Est,238,13,46
R3X,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,,16,46
R3Y,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,17211,17,46
R4A,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,4215,17,46
R4G,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,1079,16,46
R4H,4601,46,Winnipeg Regional Health Authority,Office régional de la santé de Winnipeg,,17,46
R4H,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,2377,16,46
R4J,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,1039,16,46
R4K,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,594,16,46
R4L,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,1100,16,46
R5A,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,3103,16,46
R5G,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,21091,16,46
R5H,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,2904,16,46
R6M,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,8730,16,46
R6W,4605,46,Southern Health—Santé Sud,Southern Health—Santé Sud,15896,16,46
R7A,4602,46,Prairie Mountain Health,Santé de Prairie Mountain,24742,15,46
R7B,4602,46,Prairie Mountain Health,Santé de Prairie Mountain,20476,15,46
R7C,4602,46,Prairie Mountain Health,Santé de Prairie Mountain,2171,15,46
R7N,4602,46,Prairie Mountain Health,Santé de Prairie Mountain,8320,15,46
R8A,4604,46,Northern Regional Health Authority,Office régional de la santé du Nord,4898,14,46
R8N,4604,46,Northern Regional Health Authority,Office régional de la santé du Nord,13460,14,46
R9A,4604,46,Northern Regional Health Authority,Office régional de la santé du Nord,1368,14,46
S0A,472,47,North,North,19,90,47
S0A,473,47,Central,Central,243,88,47
S0A,475,47,Regina,Regina,19,91,47
S0C,476,47,South,South,53,93,47
S0E,472,47,North,North,20,90,47
S0G,474,47,Saskatoon,Saskatoon,30,92,47
S0G,475,47,Regina,Regina,229,91,47
S0G,476,47,South,South,297,93,47
S0H,476,47,South,South,111,93,47
S0J,471,47,Far North,Far North,17,89,47
S0J,472,47,North,North,591,90,47
S0K,473,47,Central,Central,0,88,47
S0K,474,47,Saskatoon,Saskatoon,17038,92,47
S0L,473,47,Central,Central,2002,88,47
S0M,472,47,North,North,545,90,47
S0N,476,47,South,South,162,93,47
S0P,471,47,Far North,Far North,38,89,47
S2V,475,47,Regina,Regina,870,91,47
S3N,473,47,Central,Central,16286,88,47
